"Honorific.Title","First.Name","Last.Name","Constituency","Province...Territory","Political.Affiliation","Start.Date","End.Date","DirectWebPage","MP_at","Rols","Email","Website","HillOfficeAddressInfo","HillOfficePhoneFaxInfo","MainOfficeAddressInfo","MainOfficePhoneFaxInfo"
"","Dominique","Vien","Bellechasse—Les Etchemins—Lévis","Quebec","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/dominique-vien(110009)","Bellechasse—Les Etchemins—Lévis, Quebec
","
                FEWOStanding Committee on the Status of Women
            
            
                SFEWSubcommittee on Agenda and Procedure of the Standing Committee on the Status of Women
            
    ","dominique.vien@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-7434
                    Fax: 613-995-6856
                ","
                    Main office -  Lévis 
                    115 President Kennedy Road 
Suite 102 
                    Lévis, Quebec 
                    G6V 6C8 ","
                    Telephone:  418-830-0500 
Fax:  418-830-0504 "
"","Arnold","Viersen","Peace River—Westlock","Alberta","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/arnold-viersen(89211)","Peace River—Westlock, Alberta
","
                INANStanding Committee on Indigenous and Northern Affairs
            
    ","arnold.viersen@parl.gc.ca","http://mparnold.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-1783
                    Fax: 613-995-1415
                ","
                    Main office -  Barrhead 
                    5124 - 50th Street, Box 4458 
                    Barrhead, Alberta 
                    T7N 1A3 ","
                    Telephone:  1-800-667-8450 
Fax:  780-305-0343 "
"","Julie","Vignola","Beauport—Limoilou","Quebec","Bloc Québécois","2021-09-20 12:00:00 AM",NA,"/members/en/julie-vignola(104656)","Beauport—Limoilou, Quebec
","
                OGGOStanding Committee on Government Operations and Estimates
            
    ","Julie.Vignola@parl.gc.ca","http://julievignola.quebec","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-4406
                    Fax: 613-992-4544
                ","
                    Main office -  Québec 
                    2000 Sanfaçon Avenue 
Suite 101 
                    Québec, Quebec 
                    G1E 3R7 ","
                    Telephone:  418-663-2113 
Fax:  418-663-2988 "
"","René","Villemure","Trois-Rivières","Quebec","Bloc Québécois","2021-09-20 12:00:00 AM",NA,"/members/en/rene-villemure(110306)","Trois-Rivières, Quebec
","
                ETHIStanding Committee on Access to Information, Privacy and Ethics
            
    ","rene.villemure@parl.gc.ca","http://www.renevillemure3r.quebec","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-2349
                    Fax: 613-995-9498
                ","
                    Main office -  Trois-Rivières 
                    1634 Notre-Dame Centre St 
                    Trois-Rivières, Quebec 
                    G9A 6E5 ","
                    Telephone:  819-371-5901 
Fax:  819-371-5912 "
"Hon.","Arif","Virani","Parkdale—High Park","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/arif-virani(88910)","Parkdale—High Park, Ontario
","Minister of Justice
                        Attorney General of Canada
","arif.virani@parl.gc.ca","http://arifvirani.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-2936
                    Fax: 613-995-1629
                ","
                    Main office -  Toronto 
                    1596 Bloor Street West 
                    Toronto, Ontario 
                    M6P 1A7 ","
                    Telephone:  416-769-5072 
Fax:  416-769-8343 "
"","Brad","Vis","Mission—Matsqui—Fraser Canyon","British Columbia","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/brad-vis(89289)","Mission—Matsqui—Fraser Canyon, British Columbia
","
                INDUStanding Committee on Industry and Technology
            
    ","Brad.Vis@parl.gc.ca","http://www.bradvis.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-1248
                    Fax: 613-992-1298
                ","
                    Main office -  Mission 
                    32650 Logan Avenue 
Suite 7 
                    Mission, British Columbia 
                    V2V 6C7 ","
                    Telephone:  604-814-5710 
Fax:  604-814-5714 "
"","Kevin","Vuong","Spadina—Fort York","Ontario","Independent","2021-09-20 12:00:00 AM",NA,"/members/en/kevin-vuong(110654)","Spadina—Fort York, Ontario
","
                CAAFCanada-Africa Parliamentary Association
            
            
                CAEUCanada-Europe Parliamentary Association
            
            
                CAILCanada-Israel Interparliamentary Group
            
            
                CAJPCanada-Japan Inter-Parliamentary Group
            
            
                CANACanadian NATO Parliamentary Association
            
            
                CCOMCanadian Branch of the Commonwealth Parliamentary Association
            
            
                CEUSCanada-United States Inter-Parliamentary Group
            
            
                CPAMCanadian Section of ParlAmericas
            
            
                RUUKCanada-United Kingdom Inter-Parliamentary Association
            
            
                SECOCanadian Delegation to the Organization for Security and Co-operation in Europe Parliamentary Assembly
            
            
                UIPUCanadian Group of the Inter-Parliamentary Union
            
    ","kevin.vuong@parl.gc.ca","http://www.kevinvuong.com","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-2352
                    Fax: 613-992-6301
                ","
                    Main office -  Toronto 
                    111 Peter Street 
Suite: 700 
                    Toronto, Ontario 
                    M5V 2H1 ","
                    Telephone:  416-533-2710 
Fax:  416-533-2236 "
"","Cathay","Wagantall","Yorkton—Melville","Saskatchewan","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/cathay-wagantall(89098)","Yorkton—Melville, Saskatchewan
","
                ACVAStanding Committee on Veterans Affairs
            
    ","cathay.wagantall@parl.gc.ca","http://www.cathaywagantall.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-4394
                    Fax: 613-992-8676
                ","
                    Main office -  Yorkton 
                    43 Betts Avenue 
                    Yorkton, Saskatchewan 
                    S3N 1M1 ","
                    Telephone:  306-782-3309 
Fax:  306-786-7207 "
"","Chris","Warkentin","Grande Prairie—Mackenzie","Alberta","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/chris-warkentin(35886)","Grande Prairie—Mackenzie, Alberta
","Deputy whip of the official opposition
","chris.warkentin@parl.gc.ca","http://www.chriswarkentin.com","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-5685
                    Fax: 613-947-4782
                ","
                    Main office -  Grande Prairie 
                    10625 West Side Drive 
Suite 201 
                    Grande Prairie, Alberta 
                    T8V 8E6 ","
                    Telephone:  780-538-1677 
Fax:  780-538-9257 "
"","Kevin","Waugh","Saskatoon—Grasswood","Saskatchewan","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/kevin-waugh(89084)","Saskatoon—Grasswood, Saskatchewan
","
                CHPCStanding Committee on Canadian Heritage
            
    ","kevin.waugh@parl.gc.ca","http://kevinwaugh.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-5653
                    Fax: 613-995-0126
                ","
                    Main office -  Saskatoon 
                    2720 - 8th Street East 
Suite 5 
                    Saskatoon, Saskatchewan 
                    S7H 0V8 ","
                    Telephone:  306-975-6472 
Fax:  306-975-6492 "
"","Len","Webber","Calgary Confederation","Alberta","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/len-webber(89116)","Calgary Confederation, Alberta
","
                REGSStanding Joint Committee for the Scrutiny of Regulations
            
    ","len.webber@parl.gc.ca","http://www.lenwebbermp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-2756
                    Fax: 613-992-2537
                ","
                    Main office -  Calgary 
                    2020 - 10th Street NW 
                    Calgary, Alberta 
                    T2M 3M2 ","
                    Telephone:  403-220-0888 
Fax:  403-299-8024 "
"","Patrick","Weiler","West Vancouver—Sunshine Coast—Sea to Sky Country","British Columbia","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/patrick-weiler(105918)","West Vancouver—Sunshine Coast—Sea to Sky Country, British Columbia
","
                FINAStanding Committee on Finance
            
    ","Patrick.Weiler@parl.gc.ca","http://patrickweiler.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-947-4617
                    Fax: 613-947-4620
                ","
                    Main office -  West Vancouver 
                    6367 Bruce Street 
                    West Vancouver, British Columbia 
                    V7W 2G5 ","
                    Telephone:  604-913-2660 
Fax:  604-913-2664 "
"Hon.","Jonathan","Wilkinson","North Vancouver","British Columbia","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/jonathan-wilkinson(89300)","North Vancouver, British Columbia
","Minister of Energy and Natural Resources
","jonathan.wilkinson@parl.gc.ca","http://jonathanwilkinson.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-1225
                    Fax: 613-992-7319
                ","
                    Main office -  North Vancouver 
                    310 Esplanade E 
Suite 201 
                    North Vancouver, British Columbia 
                    V7L 1A4 ","
                    Telephone:  604-775-6333 
Fax:  604-775-6332 "
"","Ryan","Williams","Bay of Quinte","Ontario","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/ryan-williams(110330)","Bay of Quinte, Ontario
","
                INDUStanding Committee on Industry and Technology
            
    ","ryan.williams@parl.gc.ca","http://ryanwilliamsmp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-0752
                    Fax: 613-992-0759
                ","
                    Main office -  Belleville 
                    250 Sidney Street 
                    Belleville, Ontario 
                    K8P 3Z3 ","
                    Telephone:  613-969-3300 
Fax:  613-969-3313 "
"","John","Williamson","New Brunswick Southwest","New Brunswick","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/john-williamson(71323)","New Brunswick Southwest, New Brunswick
","
                PACPStanding Committee on Public Accounts
            
            
                SPACSubcommittee on Agenda and Procedure of the Standing Committee on Public Accounts
            
    ","John.Williamson@parl.gc.ca","http://www.johnwilliamsonmp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-5550
                    Fax: 613-995-5226
                ","
                    Main office -  St. Stephen 
                    69 Milltown Blvd 
                    St. Stephen, New Brunswick 
                    E3L 1G5 ","
                    Telephone:  1-888-350-4734 
Fax:  506-466-2813 "
